genbank	locusName	geneID
XM_015922170.1	LOC107355583	107355583
XM_015892180.1	LOC107327444	107327444
XM_015907702.1	LOC107342225	107342225
XM_015900998.1	LOC107335945	107335945
XM_015919506.1	LOC107353184	107353184
XM_015915018.1	LOC107348928	107348928
XM_015924346.1	LOC107357708	107357708
XM_015896157.1	LOC107331549	107331549
XM_015910955.1	LOC107345252	107345252
XR_001564302.1	LOC107343808	107343808
XM_015902568.1	LOC107337420	107337420
XM_015894632.1	LOC107329976	107329976
XM_015919685.1	LOC107353334	107353334
XM_015895760.1	LOC107331208	107331208
XR_001565848.1	LOC107350468	107350468
XM_015924449.1	LOC107357810	107357810
XM_015913822.1	LOC107347850	107347850
XM_015906206.1	LOC107340819	107340819
XM_015893127.1	LOC107328377	107328377
XM_015900439.1	LOC107335410	107335410
XM_015904496.1	LOC107339231	107339231
XM_015917781.1	LOC107351480	107351480
XR_001567919.1	LOC107358719	107358719
XR_001563175.1	LOC107339100	107339100
XM_015905970.1	LOC107340606	107340606
XM_015907481.1	LOC107342018	107342018
XR_001567406.1	LOC107356674	107356674
XM_015906387.1	LOC107340984	107340984
XM_015924176.1	LOC107357535	107357535
XM_015922360.1	LOC107355781	107355781
XM_015897043.1	LOC107332313	107332313
XM_015912799.1	LOC107346933	107346933
XM_015902283.1	LOC107337163	107337163
XM_015916688.1	LOC107350461	107350461
XM_015910707.1	LOC107345021	107345021
XR_001564197.1	LOC107343398	107343398
XM_015896147.1	LOC107331539	107331539
XM_015894648.1	LOC107329984	107329984
XM_015895180.1	LOC107330603	107330603
XR_001562342.1	LOC107335235	107335235
XM_015903136.1	LOC107337897	107337897
XR_001561876.1	LOC107333014	107333014
XR_001563402.1	LOC107340060	107340060
XM_015917763.1	LOC107351465	107351465
XM_015923300.1	LOC107356685	107356685
XM_015922535.1	LOC107355924	107355924
XM_015914837.1	LOC107348775	107348775
XM_015901374.1	LOC107336299	107336299
XR_001563602.1	LOC107340914	107340914
XM_015913168.1	LOC107347267	107347267
XM_015902934.1	LOC107337711	107337711
XM_015917773.1	LOC107351475	107351475
XM_015903593.1	LOC107338361	107338361
XM_015909532.1	LOC107343932	107343932
XM_015912438.1	LOC107346287	107346287
XM_015907782.1	LOC107342304	107342304
XM_015904279.1	LOC107339036	107339036
XM_015908751.1	LOC107343177	107343177
XM_015925353.1	LOC107358770	107358770
XM_015909982.1	LOC107344327	107344327
XR_001566060.1	LOC107351254	107351254
XR_001564382.1	LOC107344216	107344216
XR_001567020.1	LOC107355326	107355326
XM_015912056.1	LOC107346281	107346281
XM_015907019.1	LOC107341578	107341578
XM_015896437.1	LOC107331798	107331798
XM_015906399.1	LOC107340997	107340997
XR_001566736.1	LOC107354012	107354012
XM_015909619.1	LOC107344018	107344018
XM_015891732.1	LOC107326987	107326987
XM_015923961.1	LOC107357319	107357319
XM_015892544.1	LOC107327801	107327801
XM_015904265.1	LOC107339025	107339025
XM_015919948.1	LOC107353610	107353610
XM_015907848.1	LOC107342353	107342353
XM_015913152.1	LOC107347253	107347253
XM_015919771.1	LOC107353436	107353436
XM_015917746.1	LOC107351448	107351448
XM_015914614.1	LOC107348560	107348560
XM_015923017.1	LOC107356398	107356398
XM_015900210.1	LOC107335217	107335217
XM_015895348.1	LOC107330786	107330786
XM_015920288.1	LOC107353869	107353869
XM_015893214.1	LOC107328489	107328489
XR_001562153.1	LOC107334311	107334311
XM_015896159.1	LOC107331551	107331551
XM_015895581.1	LOC107331052	107331052
XM_015898831.1	LOC107333965	107333965
XM_015894514.1	LOC107329856	107329856
XM_015912730.1	LOC107346872	107346872
XM_015907110.1	LOC107341664	107341664
XM_015919218.1	LOC107352896	107352896
XM_015907005.1	LOC107341562	107341562
XM_015895376.1	LOC107330820	107330820
XM_015907366.1	LOC107341897	107341897
XM_015918496.1	LOC107352153	107352153
XM_015908672.1	LOC107343120	107343120
XM_015923409.1	LOC107356783	107356783
XR_001564203.1	LOC107343434	107343434
XM_015903874.1	LOC107338642	107338642
XM_015910363.1	LOC107344672	107344672
XM_015897946.1	LOC107333176	107333176
XM_015913382.1	LOC107347455	107347455
XM_015908242.1	LOC107342751	107342751
XM_015900485.1	LOC107335474	107335474
XM_015902904.1	LOC107337688	107337688
XM_015897847.1	LOC107333087	107333087
XM_015899410.1	LOC107334470	107334470
XM_015894805.1	LOC107330161	107330161
XM_015901670.1	LOC107336602	107336602
XM_015918622.1	LOC107352282	107352282
XM_015911573.1	LOC107345822	107345822
XM_015908559.1	LOC107343027	107343027
XR_001561380.1	LOC107330856	107330856
XM_015904531.1	LOC107339267	107339267
XM_015892310.1	LOC107327564	107327564
XM_015904842.1	LOC107339532	107339532
XM_015913422.1	LOC107347478	107347478
XM_015908278.1	LOC107342772	107342772
XM_015898510.1	LOC107333680	107333680
XM_015894141.1	LOC107329454	107329454
XM_015902180.1	LOC107337065	107337065
XM_015897287.1	LOC107332548	107332548
XM_015904630.1	LOC107339358	107339358
XM_015917395.1	LOC107351115	107351115
XM_015922680.1	LOC107356047	107356047
XR_001565675.1	LOC107349769	107349769
XM_015911150.1	LOC107345432	107345432
XM_015904620.1	LOC107339348	107339348
XM_015903429.1	LOC107338198	107338198
XM_015909141.1	LOC107343555	107343555
XR_001560437.1	LOC107327354	107327354
XM_015917377.1	LOC107351114	107351114
XR_001566194.1	LOC107351767	107351767
XM_015909040.1	LOC107343473	107343473
XM_015903917.1	LOC107338686	107338686
XM_015924273.1	LOC107357632	107357632
XM_015920922.1	LOC107354439	107354439
XM_015911563.1	LOC107345812	107345812
XM_015898086.1	LOC107333282	107333282
XM_015920503.1	LOC107354090	107354090
XM_015917839.1	LOC107351543	107351543
XM_015920717.1	LOC107354265	107354265
XM_015893946.1	LOC107329211	107329211
XM_015901035.1	LOC107335979	107335979
XM_015918459.1	LOC107352132	107352132
XM_015892832.1	LOC107328111	107328111
XR_001562211.1	LOC107334646	107334646
XM_015912971.1	LOC107347101	107347101
XM_015911540.1	LOC107345789	107345789
XM_015909267.1	LOC107343683	107343683
XR_001560995.1	LOC107329384	107329384
XR_001567824.1	LOC107358345	107358345
XM_015923413.1	LOC107356787	107356787
XM_015914928.1	LOC107348867	107348867
XM_015912852.1	LOC107346987	107346987
XR_001562421.1	LOC107335544	107335544
XM_015909564.1	LOC107343962	107343962
XM_015902003.1	LOC107336920	107336920
XM_015896331.1	LOC107331715	107331715
XR_001563871.1	LOC107341946	107341946
XM_015919325.1	LOC107353001	107353001
XR_001562560.1	LOC107336171	107336171
XM_015917236.1	LOC107350969	107350969
XM_015920042.1	LOC107353693	107353693
XM_015921196.1	LOC107354711	107354711
XM_015899585.1	LOC107334631	107334631
XR_001561106.1	LOC107329826	107329826
XM_015912383.1	LOC107346574	107346574
XM_015920121.1	LOC107353739	107353739
XR_001563396.1	LOC107340031	107340031
XM_015914843.1	LOC107348780	107348780
XM_015912292.1	LOC107346495	107346495
XM_015898132.1	LOC107333325	107333325
XM_015894731.1	LOC107330094	107330094
XM_015919867.1	LOC107353548	107353548
XM_015921604.1	LOC107355094	107355094
XM_015901029.1	LOC107335979	107335979
XM_015924488.1	LOC107357848	107357848
XR_001563577.1	LOC107340780	107340780
XM_015900571.1	LOC107335554	107335554
XM_015921587.1	LOC107355075	107355075
XM_015917984.1	LOC107351696	107351696
XM_015893373.1	LOC107328643	107328643
XM_015920135.1	LOC107353755	107353755
XM_015907563.1	LOC107342109	107342109
XR_001562435.1	LOC107335632	107335632
XM_015900290.1	LOC107335283	107335283
XM_015919206.1	LOC107352885	107352885
XM_015904098.1	LOC107338845	107338845
XM_015904658.1	LOC107339379	107339379
XM_015894199.1	LOC107329510	107329510
XM_015923787.1	LOC107357144	107357144
XM_015901898.1	LOC107336831	107336831
XR_001566438.1	LOC107352725	107352725
XM_015914595.1	LOC107348539	107348539
XM_015898049.1	LOC107333257	107333257
XM_015895269.1	LOC107330709	107330709
XR_001560425.1	LOC107327324	107327324
XM_015893350.1	LOC107328624	107328624
XM_015921328.1	LOC107354831	107354831
XM_015902366.1	LOC107337248	107337248
XM_015896236.1	LOC107331625	107331625
XM_015908624.1	LOC107343081	107343081
XM_015922734.1	LOC107356075	107356075
XM_015906123.1	LOC107340746	107340746
XM_015919799.1	LOC107353467	107353467
XM_015914589.1	LOC107348537	107348537
XM_015899606.1	LOC107334621	107334621
XM_015900639.1	LOC107335612	107335612
XM_015920733.1	LOC107354187	107354187
XM_015913302.1	LOC107347410	107347410
XM_015909275.1	LOC107343693	107343693
XM_015893996.1	LOC107329277	107329277
XM_015895939.1	LOC107331361	107331361
XM_015903775.1	LOC107338537	107338537
XM_015918670.1	LOC107352333	107352333
XM_015921473.1	LOC107354969	107354969
XM_015909594.1	LOC107343993	107343993
XM_015894881.1	LOC107330242	107330242
XM_015908011.1	LOC107342509	107342509
XM_015912685.1	LOC107346840	107346840
XR_001561703.1	LOC107332187	107332187
XM_015910050.1	LOC107344397	107344397
XM_015925449.1	LOC107358880	107358880
XM_015908172.1	LOC107342669	107342669
XM_015900650.1	LOC107335621	107335621
XM_015923223.1	LOC107356619	107356619
XM_015910617.1	LOC107344930	107344930
XM_015903769.1	LOC107338530	107338530
XM_015898748.1	LOC107333883	107333883
XM_015909473.1	LOC107343882	107343882
XM_015899289.1	LOC107334362	107334362
XM_015893183.1	LOC107328450	107328450
XM_015913057.1	LOC107347173	107347173
XR_001562070.1	LOC107333946	107333946
XR_001563565.1	LOC107340765	107340765
XM_015923025.1	LOC107356409	107356409
XM_015909269.1	LOC107343685	107343685
XM_015893187.1	LOC107328455	107328455
XM_015900203.1	LOC107335208	107335208
XM_015906358.1	LOC107340964	107340964
XM_015914916.1	LOC107348842	107348842
XM_015916341.1	LOC107350112	107350112
XR_001562788.1	LOC107337309	107337309
XM_015918881.1	LOC107352462	107352462
XM_015905863.1	LOC107340515	107340515
XM_015901112.1	LOC107336052	107336052
XM_015910533.1	LOC107344844	107344844
XM_015892396.1	LOC107327651	107327651
XR_001561713.1	LOC107332230	107332230
XM_015898340.1	LOC107333513	107333513
XM_015893962.1	LOC107329227	107329227
XM_015916413.1	LOC107350190	107350190
XM_015921350.1	LOC107354858	107354858
XM_015899872.1	LOC107334907	107334907
XM_015906510.1	LOC107341085	107341085
XM_015896553.1	LOC107331896	107331896
XR_001566410.1	LOC107352652	107352652
XM_015921255.1	LOC107354764	107354764
XM_015924027.1	LOC107357392	107357392
XM_015916991.1	LOC107350757	107350757
XM_015911780.1	LOC107346016	107346016
XM_015909667.1	LOC107344058	107344058
XM_015899220.1	LOC107334287	107334287
XM_015910928.1	LOC107345212	107345212
XM_015923609.1	LOC107356967	107356967
XM_015891946.1	LOC107327195	107327195
XR_001566282.1	LOC107352220	107352220
XM_015904165.1	LOC107338916	107338916
XM_015900623.1	LOC107335596	107335596
XM_015898936.1	LOC107334057	107334057
XR_001563579.1	LOC107340781	107340781
XR_001565708.1	LOC107349887	107349887
XM_015896139.1	LOC107331532	107331532
XM_015895382.1	LOC107330827	107330827
XR_001563108.1	LOC107338855	107338855
XR_001566519.1	LOC107353092	107353092
XM_015921116.1	LOC107354634	107354634
XM_015900124.1	LOC107335142	107335142
XM_015919828.1	LOC107353498	107353498
XM_015898415.1	LOC107333582	107333582
XM_015898911.1	LOC107334039	107334039
XM_015901911.1	LOC107336812	107336812
XM_015893875.1	LOC107329114	107329114
XR_001564600.1	LOC107345233	107345233
XM_015921326.1	LOC107354829	107354829
XM_015907636.1	LOC107342168	107342168
XM_015896543.1	LOC107331883	107331883
XM_015914921.1	LOC107348816	107348816
XM_015892523.1	LOC107327776	107327776
XM_015920394.1	LOC107353994	107353994
XR_001565143.1	LOC107347720	107347720
XM_015904046.1	LOC107338798	107338798
XM_015895190.1	LOC107330615	107330615
XR_001565052.1	LOC107347405	107347405
XM_015901905.1	LOC107336839	107336839
XM_015909457.1	LOC107343865	107343865
XM_015894067.1	LOC107329376	107329376
XR_001562988.1	LOC107338322	107338322
XM_015900797.1	LOC107335766	107335766
XM_015908466.1	LOC107342947	107342947
XM_015915954.1	LOC107349757	107349757
XM_015908527.1	LOC107343002	107343002
XM_015902242.1	LOC107337120	107337120
XM_015913564.1	LOC107347599	107347599
XM_015892105.1	LOC107327363	107327363
XM_015917548.1	LOC107351250	107351250
XM_015903341.1	LOC107338104	107338104
XM_015911379.1	LOC107345641	107345641
XM_015924760.1	LOC107358135	107358135
XR_001565526.1	LOC107349213	107349213
XM_015909081.1	LOC107343509	107343509
XM_015897788.1	LOC107333030	107333030
XM_015921629.1	LOC107355111	107355111
XM_015921779.1	LOC107355240	107355240
XM_015895738.1	LOC107331184	107331184
XM_015897170.1	LOC107332439	107332439
XM_015921108.1	LOC107354624	107354624
XM_015909924.1	LOC107344270	107344270
XM_015910762.1	LOC107345068	107345068
XR_001563691.1	LOC107341278	107341278
XM_015919380.1	LOC107353060	107353060
XM_015902261.1	LOC107337138	107337138
XM_015892898.1	LOC107328168	107328168
XM_015913556.1	LOC107347559	107347559
XM_015906705.1	LOC107341298	107341298
XM_015905201.1	LOC107339865	107339865
XM_015921172.1	LOC107354691	107354691
XM_015921984.1	LOC107355401	107355401
XM_015907606.1	LOC107342149	107342149
XM_015911046.1	LOC107345345	107345345
XM_015922829.1	LOC107356185	107356185
XM_015903113.1	LOC107337877	107337877
XR_001565998.1	LOC107350987	107350987
XR_001566063.1	LOC107351258	107351258
XR_001563798.1	LOC107341667	107341667
XM_015905696.1	LOC107340338	107340338
XM_015920081.1	LOC107353715	107353715
XR_001561968.1	LOC107333433	107333433
XM_015906253.1	LOC107340853	107340853
XM_015896434.1	LOC107331797	107331797
XM_015902108.1	LOC107337000	107337000
XM_015919292.1	LOC107352969	107352969
XM_015922826.1	LOC107356180	107356180
XR_001561829.1	LOC107332850	107332850
XM_015901870.1	LOC107336807	107336807
XM_015915324.1	LOC107349218	107349218
XR_001565516.1	LOC107349168	107349168
XM_015920686.1	LOC107354231	107354231
XM_015900324.1	LOC107335320	107335320
XM_015907638.1	LOC107342169	107342169
XM_015902979.1	LOC107337717	107337717
XM_015900725.1	LOC107335692	107335692
XM_015921086.1	LOC107354596	107354596
XM_015912161.1	LOC107346371	107346371
XM_015900019.1	LOC107335046	107335046
XM_015924038.1	LOC107357400	107357400
XM_015914280.1	LOC107348266	107348266
XM_015917876.1	LOC107351579	107351579
XM_015898832.1	LOC107333966	107333966
XM_015902617.1	LOC107337461	107337461
XR_001560725.1	LOC107328467	107328467
XM_015896286.1	LOC107331673	107331673
XM_015893794.1	LOC107329062	107329062
XM_015915150.1	LOC107349045	107349045
XM_015893671.1	LOC107328930	107328930
XM_015924948.1	LOC107358339	107358339
XM_015914730.1	LOC107348679	107348679
XM_015897840.1	LOC107333083	107333083
XM_015895685.1	LOC107331134	107331134
XR_001565528.1	LOC107349214	107349214
XM_015915746.1	LOC107349562	107349562
XM_015900352.1	LOC107335338	107335338
XM_015892591.1	LOC107327857	107327857
XM_015925203.1	LOC107358602	107358602
XM_015913425.1	LOC107347480	107347480
XM_015916094.1	LOC107349899	107349899
XM_015917123.1	LOC107350883	107350883
XM_015896947.1	LOC107332228	107332228
XM_015914103.1	LOC107348091	107348091
XM_015922008.1	LOC107355426	107355426
XM_015919083.1	LOC107352769	107352769
XM_015897284.1	LOC107332544	107332544
XM_015906927.1	LOC107341501	107341501
XR_001566968.1	LOC107355098	107355098
XM_015907077.1	LOC107341636	107341636
XM_015918461.1	LOC107352132	107352132
XM_015914359.1	LOC107348332	107348332
XM_015918412.1	LOC107352095	107352095
XM_015900213.1	LOC107335219	107335219
XR_001561833.1	LOC107332867	107332867
XM_015910333.1	LOC107344643	107344643
XR_001567899.1	LOC107358639	107358639
XM_015914276.1	LOC107348257	107348257
XM_015893249.1	LOC107328527	107328527
XM_015924972.1	LOC107358368	107358368
XM_015892824.1	LOC107328105	107328105
XM_015920981.1	LOC107354497	107354497
XR_001566197.1	LOC107351798	107351798
XM_015920360.1	LOC107353964	107353964
XM_015915734.1	LOC107349516	107349516
XR_001563665.1	LOC107341182	107341182
XM_015910354.1	LOC107344662	107344662
XM_015924673.1	LOC107358042	107358042
XM_015916810.1	LOC107350574	107350574
XM_015918336.1	LOC107352033	107352033
XM_015895078.1	LOC107330472	107330472
XM_015903556.1	LOC107338324	107338324
XR_001562216.1	LOC107334688	107334688
XM_015899094.1	LOC107334174	107334174
XM_015909069.1	LOC107343498	107343498
XM_015916606.1	LOC107350384	107350384
XM_015907167.1	LOC107341702	107341702
XM_015910781.1	LOC107345082	107345082
XM_015916137.1	LOC107349939	107349939
XM_015897558.1	LOC107332818	107332818
XM_015902421.1	LOC107337293	107337293
XR_001567885.1	LOC107358597	107358597
XM_015902594.1	LOC107337437	107337437
XR_001560585.1	LOC107327959	107327959
XR_001566829.1	LOC107354466	107354466
XM_015924185.1	LOC107357541	107357541
XM_015912549.1	LOC107346716	107346716
XM_015901217.1	LOC107336148	107336148
XM_015920963.1	LOC107354476	107354476
XM_015913843.1	LOC107347862	107347862
XM_015919730.1	LOC107353385	107353385
XM_015905067.1	LOC107339757	107339757
XM_015898653.1	LOC107333787	107333787
XM_015905941.1	LOC107340582	107340582
XM_015913952.1	LOC107347956	107347956
XM_015910322.1	LOC107344634	107344634
XM_015912295.1	LOC107346498	107346498
XM_015894963.1	LOC107330331	107330331
XM_015917058.1	LOC107350814	107350814
XR_001563898.1	LOC107342040	107342040
XM_015908588.1	LOC107343052	107343052
XM_015899195.1	LOC107334258	107334258
XR_001564878.1	LOC107346599	107346599
XM_015915244.1	LOC107349142	107349142
XM_015920973.1	LOC107354487	107354487
XM_015894164.1	LOC107329475	107329475
XM_015911532.1	LOC107345783	107345783
XM_015916674.1	LOC107350447	107350447
XM_015898478.1	LOC107333648	107333648
XM_015896692.1	LOC107331991	107331991
XM_015892393.1	LOC107327650	107327650
XR_001567013.1	LOC107355304	107355304
XM_015914246.1	LOC107348223	107348223
XM_015892673.1	LOC107327945	107327945
XM_015901207.1	LOC107336142	107336142
XM_015918809.1	LOC107352480	107352480
XM_015906810.1	LOC107341402	107341402
XM_015912638.1	LOC107346806	107346806
XM_015911449.1	LOC107345720	107345720
XM_015924004.1	LOC107357368	107357368
XM_015902824.1	LOC107337618	107337618
XR_001566336.1	LOC107352474	107352474
XM_015919129.1	LOC107352815	107352815
XM_015908133.1	LOC107342632	107342632
XM_015919653.1	LOC107353311	107353311
XR_001561584.1	LOC107331632	107331632
XM_015892646.1	LOC107327925	107327925
XR_001561405.1	LOC107330960	107330960
XM_015894872.1	LOC107330233	107330233
XM_015914357.1	LOC107348330	107348330
XM_015918673.1	LOC107352336	107352336
XM_015902079.1	LOC107336974	107336974
XM_015915279.1	LOC107349174	107349174
XM_015918454.1	LOC107352132	107352132
XR_001567897.1	LOC107358629	107358629
XM_015913764.1	LOC107347791	107347791
XM_015914278.1	LOC107348262	107348262
XM_015919178.1	LOC107352859	107352859
XM_015913218.1	LOC107347324	107347324
XM_015911976.1	LOC107346194	107346194
XM_015906866.1	LOC107341455	107341455
XM_015895387.1	LOC107330833	107330833
XM_015923296.1	LOC107356678	107356678
XM_015908171.1	LOC107342668	107342668
XM_015919259.1	LOC107352940	107352940
XR_001561906.1	LOC107333156	107333156
XM_015915611.1	LOC107349464	107349464
XR_001567275.1	LOC107356252	107356252
XM_015916315.1	LOC107350092	107350092
XM_015923022.1	LOC107356406	107356406
XM_015902762.1	LOC107337561	107337561
XR_001566954.1	LOC107355063	107355063
XM_015906007.1	LOC107340641	107340641
XM_015910435.1	LOC107344748	107344748
XM_015893079.1	LOC107328335	107328335
XM_015916309.1	LOC107350083	107350083
XM_015895185.1	LOC107330608	107330608
XM_015913712.1	LOC107347751	107347751
XR_001567536.1	LOC107357206	107357206
XM_015925162.1	LOC107358555	107358555
XR_001564844.1	LOC107346482	107346482
XM_015905463.1	LOC107340111	107340111
XM_015918426.1	LOC107352106	107352106
XM_015899871.1	LOC107334906	107334906
XM_015912924.1	LOC107347060	107347060
XM_015912640.1	LOC107346806	107346806
XM_015901409.1	LOC107336328	107336328
XM_015892626.1	LOC107327902	107327902
XM_015903254.1	LOC107338007	107338007
XR_001564092.1	LOC107342902	107342902
XM_015923502.1	LOC107356872	107356872
XR_001565482.1	LOC107349024	107349024
XM_015909660.1	LOC107344054	107344054
XR_001563814.1	LOC107341738	107341738
XR_001562912.1	LOC107338003	107338003
XM_015911867.1	LOC107346097	107346097
XM_015894301.1	LOC107329630	107329630
XM_015925158.1	LOC107358552	107358552
XM_015904166.1	LOC107338913	107338913
XR_001566855.1	LOC107354579	107354579
XM_015905473.1	LOC107340121	107340121
XM_015917011.1	LOC107350772	107350772
XM_015918972.1	LOC107352664	107352664
XM_015893766.1	LOC107329035	107329035
XM_015910620.1	LOC107344934	107344934
XM_015902754.1	LOC107337555	107337555
XM_015922956.1	LOC107356341	107356341
XR_001567396.1	LOC107356664	107356664
XM_015906017.1	LOC107340650	107340650
XM_015920639.1	LOC107354197	107354197
XM_015904665.1	LOC107339385	107339385
XM_015925364.1	LOC107358780	107358780
XR_001562935.1	LOC107338144	107338144
XM_015916751.1	LOC107350524	107350524
XM_015909301.1	LOC107343717	107343717
XM_015901153.1	LOC107336088	107336088
XM_015912468.1	LOC107346668	107346668
XM_015912269.1	LOC107346472	107346472
XM_015923259.1	LOC107356656	107356656
XM_015919140.1	LOC107352826	107352826
XM_015902773.1	LOC107337540	107337540
XM_015921659.1	LOC107355139	107355139
XR_001564672.1	LOC107345596	107345596
XM_015897881.1	LOC107333121	107333121
XR_001564607.1	LOC107345288	107345288
XM_015919243.1	LOC107352927	107352927
XM_015911326.1	LOC107345594	107345594
XM_015912636.1	LOC107346803	107346803
XM_015901143.1	LOC107336083	107336083
XM_015921560.1	LOC107355047	107355047
XM_015904045.1	LOC107338798	107338798
XM_015911877.1	LOC107346105	107346105
XR_001565055.1	LOC107347412	107347412
XR_001561194.1	LOC107330200	107330200
XM_015904790.1	LOC107339485	107339485
XM_015898036.1	LOC107333256	107333256
XM_015918171.1	LOC107351864	107351864
XR_001567528.1	LOC107357201	107357201
XM_015917978.1	LOC107351691	107351691
XM_015895446.1	LOC107330908	107330908
XM_015892439.1	LOC107327699	107327699
XM_015922642.1	LOC107356006	107356006
XR_001562921.1	LOC107338072	107338072
XM_015908520.1	LOC107342995	107342995
XM_015911993.1	LOC107346224	107346224
XM_015900809.1	LOC107335776	107335776
XM_015893457.1	LOC107328736	107328736
XM_015922743.1	LOC107356098	107356098
XR_001561639.1	LOC107331886	107331886
XM_015920784.1	LOC107354329	107354329
XM_015918165.1	LOC107351857	107351857
XM_015909082.1	LOC107343507	107343507
XM_015911310.1	LOC107345579	107345579
XR_001567552.1	LOC107357257	107357257
XM_015900530.1	LOC107335512	107335512
XM_015898177.1	LOC107333354	107333354
XM_015907232.1	LOC107341771	107341771
XM_015914525.1	LOC107348474	107348474
XM_015902499.1	LOC107337370	107337370
XM_015910217.1	LOC107344547	107344547
XM_015909432.1	LOC107343845	107343845
XM_015900091.1	LOC107335125	107335125
XM_015898768.1	LOC107333900	107333900
XM_015910166.1	LOC107344499	107344499
XR_001562551.1	LOC107336120	107336120
XM_015908044.1	LOC107342542	107342542
XM_015907389.1	LOC107341928	107341928
XR_001565694.1	LOC107349810	107349810
XM_015922114.1	LOC107355546	107355546
XM_015907911.1	LOC107342411	107342411
XM_015906009.1	LOC107340644	107340644
XM_015907208.1	LOC107341733	107341733
XM_015912890.1	LOC107347024	107347024
XM_015925065.1	LOC107358469	107358469
XM_015909408.1	LOC107343823	107343823
XM_015900815.1	LOC107335767	107335767
XM_015918363.1	LOC107352061	107352061
XM_015918290.1	LOC107351987	107351987
XM_015923730.1	LOC107357081	107357081
XM_015906702.1	LOC107341294	107341294
XR_001563165.1	LOC107339096	107339096
XM_015916739.1	LOC107350513	107350513
XM_015892148.1	LOC107327405	107327405
XM_015904744.1	LOC107339456	107339456
XM_015898301.1	LOC107333479	107333479
XM_015923070.1	LOC107356460	107356460
XM_015905578.1	LOC107340224	107340224
XM_015920010.1	LOC107353666	107353666
XR_001567466.1	LOC107356978	107356978
XM_015910207.1	LOC107344535	107344535
XR_001562458.1	LOC107335760	107335760
XM_015904556.1	LOC107339292	107339292
XM_015917062.1	LOC107350815	107350815
XM_015907395.1	LOC107341930	107341930
XM_015903446.1	LOC107338212	107338212
XR_001567634.1	LOC107357573	107357573
XM_015898315.1	LOC107333462	107333462
XM_015918706.1	LOC107352369	107352369
XM_015925146.1	LOC107358541	107358541
XM_015898629.1	LOC107333771	107333771
XR_001563676.1	LOC107341207	107341207
XM_015891903.1	LOC107327149	107327149
XM_015923605.1	LOC107356943	107356943
XM_015908681.1	LOC107343129	107343129
XM_015922759.1	LOC107356120	107356120
XM_015915342.1	LOC107349221	107349221
XM_015899780.1	LOC107334820	107334820
XM_015901527.1	LOC107336449	107336449
XM_015904776.1	LOC107339478	107339478
XM_015892465.1	LOC107327721	107327721
XM_015911328.1	LOC107345597	107345597
XR_001567340.1	LOC107356424	107356424
XM_015921941.1	LOC107355365	107355365
XR_001562625.1	LOC107336486	107336486
XM_015904585.1	LOC107339308	107339308
XM_015900179.1	LOC107335193	107335193
XM_015898153.1	LOC107333337	107333337
XR_001563223.1	LOC107339361	107339361
XM_015922470.1	LOC107355848	107355848
XM_015918050.1	LOC107351741	107351741
XM_015905642.1	LOC107340289	107340289
XR_001562725.1	LOC107336956	107336956
XM_015905086.1	LOC107339771	107339771
XM_015919116.1	LOC107352795	107352795
XM_015910886.1	LOC107345178	107345178
XR_001560726.1	LOC107328470	107328470
XM_015899213.1	LOC107334280	107334280
XM_015921391.1	LOC107354899	107354899
XM_015912148.1	LOC107346356	107346356
XR_001565215.1	LOC107348026	107348026
XM_015917159.1	LOC107350903	107350903
XR_001565168.1	LOC107347828	107347828
XM_015915157.1	LOC107349060	107349060
XM_015911741.1	LOC107345978	107345978
XM_015900807.1	LOC107335775	107335775
XM_015924393.1	LOC107357764	107357764
XM_015918513.1	LOC107352177	107352177
XR_001562739.1	LOC107337046	107337046
XM_015895686.1	LOC107331135	107331135
XM_015896083.1	LOC107331491	107331491
XM_015894676.1	LOC107330025	107330025
XM_015910002.1	LOC107344347	107344347
XM_015920487.1	LOC107354069	107354069
XM_015922545.1	LOC107355931	107355931
XM_015904540.1	LOC107339278	107339278
XM_015901735.1	LOC107336664	107336664
XM_015896944.1	LOC107332225	107332225
XM_015915499.1	LOC107349356	107349356
XR_001560605.1	LOC107327995	107327995
XM_015905101.1	LOC107339783	107339783
XM_015917857.1	LOC107351556	107351556
XM_015893693.1	LOC107328957	107328957
XM_015921051.1	LOC107354557	107354557
XR_001565201.1	LOC107347983	107347983
XR_001564470.1	LOC107344610	107344610
XM_015923364.1	LOC107356743	107356743
XM_015901721.1	LOC107336650	107336650
XR_001565182.1	LOC107347887	107347887
XM_015898440.1	LOC107333611	107333611
XM_015908729.1	LOC107343163	107343163
XM_015893500.1	LOC107328769	107328769
XM_015899075.1	LOC107334159	107334159
XM_015920562.1	LOC107354131	107354131
XR_001563666.1	LOC107341184	107341184
XM_015897078.1	LOC107332351	107332351
XM_015916293.1	LOC107350071	107350071
XR_001567338.1	LOC107356403	107356403
XM_015892778.1	LOC107328062	107328062
XM_015900397.1	LOC107335380	107335380
XM_015905244.1	LOC107339901	107339901
XM_015916817.1	LOC107350576	107350576
XM_015907722.1	LOC107342236	107342236
XM_015901197.1	LOC107336134	107336134
XR_001560380.1	LOC107327089	107327089
XM_015908735.1	LOC107343167	107343167
XM_015899097.1	LOC107334176	107334176
XM_015909922.1	LOC107344265	107344265
XM_015924841.1	LOC107358222	107358222
XM_015894219.1	LOC107329536	107329536
XM_015893683.1	LOC107328949	107328949
XM_015899736.1	LOC107334766	107334766
XM_015893362.1	LOC107328632	107328632
