genbank	locusName	geneID
XR_001565959.1	LOC107350867	107350867
XM_015910101.1	LOC107344453	107344453
XM_015921356.1	LOC107354864	107354864
XM_015891849.1	LOC107327095	107327095
XM_015906798.1	LOC107341401	107341401
XM_015910080.1	LOC107344433	107344433
XM_015907971.1	LOC107342474	107342474
XM_015897352.1	LOC107332619	107332619
XM_015898988.1	LOC107334090	107334090
XM_015919889.1	LOC107353563	107353563
XR_001567145.1	LOC107355766	107355766
XM_015893267.1	LOC107328544	107328544
XM_015896161.1	LOC107331554	107331554
XM_015900832.1	LOC107335795	107335795
XM_015895579.1	LOC107331049	107331049
XM_015909716.1	LOC107344105	107344105
XM_015922582.1	LOC107355964	107355964
XM_015913170.1	LOC107347271	107347271
XM_015907227.1	LOC107341765	107341765
XM_015892213.1	LOC107327474	107327474
XM_015894911.1	LOC107330276	107330276
XM_015910568.1	LOC107344882	107344882
XM_015914697.1	LOC107348647	107348647
XM_015901424.1	LOC107336344	107336344
XR_001565283.1	LOC107348274	107348274
XR_001563460.1	LOC107340286	107340286
XM_015920934.1	LOC107354449	107354449
XM_015909526.1	LOC107343929	107343929
XM_015907680.1	LOC107342204	107342204
XR_001562672.1	LOC107336665	107336665
XM_015903645.1	LOC107338415	107338415
XR_001566878.1	LOC107354674	107354674
XM_015898384.1	LOC107333552	107333552
XM_015917544.1	LOC107351247	107351247
XM_015892203.1	LOC107327464	107327464
XM_015902916.1	LOC107337697	107337697
XM_015901071.1	LOC107336017	107336017
XM_015918761.1	LOC107352428	107352428
XM_015897364.1	LOC107332630	107332630
XM_015898403.1	LOC107333570	107333570
XM_015911584.1	LOC107345834	107345834
XM_015908610.1	LOC107343067	107343067
XM_015909623.1	LOC107344019	107344019
XM_015902413.1	LOC107337285	107337285
XR_001566537.1	LOC107353167	107353167
XM_015921170.1	LOC107354689	107354689
XM_015896183.1	LOC107331576	107331576
XR_001563849.1	LOC107341872	107341872
XR_001566246.1	LOC107352049	107352049
XM_015897343.1	LOC107332608	107332608
XM_015917224.1	LOC107350960	107350960
XR_001561478.1	LOC107331218	107331218
XM_015891803.1	LOC107327047	107327047
XM_015915563.1	LOC107349421	107349421
XR_001563416.1	LOC107340099	107340099
XM_015920604.1	LOC107354161	107354161
XM_015917191.1	LOC107350930	107350930
XM_015896193.1	LOC107331586	107331586
XR_001563204.1	LOC107339307	107339307
XM_015918037.1	LOC107351728	107351728
XM_015908456.1	LOC107342940	107342940
XM_015909179.1	LOC107343599	107343599
XM_015912728.1	LOC107346868	107346868
XM_015907108.1	LOC107341662	107341662
XM_015923881.1	LOC107357243	107357243
XM_015920903.1	LOC107354421	107354421
XM_015898723.1	LOC107333860	107333860
XM_015894427.1	LOC107329757	107329757
XM_015901872.1	LOC107336810	107336810
XR_001561150.1	LOC107330005	107330005
XM_015914905.1	LOC107348832	107348832
XM_015909708.1	LOC107344099	107344099
XM_015907089.1	LOC107341644	107341644
XM_015908666.1	LOC107343110	107343110
XM_015896200.1	LOC107331591	107331591
XR_001566527.1	LOC107353126	107353126
XM_015916198.1	LOC107349998	107349998
XM_015904082.1	LOC107338833	107338833
XM_015899110.1	LOC107334184	107334184
XM_015901949.1	LOC107336873	107336873
XM_015901046.1	LOC107335992	107335992
XM_015904103.1	LOC107338849	107338849
XM_015892444.1	LOC107327703	107327703
XR_001567038.1	LOC107355367	107355367
XM_015901848.1	LOC107336783	107336783
XM_015921291.1	LOC107354794	107354794
XR_001565726.1	LOC107349959	107349959
XM_015909772.1	LOC107344150	107344150
XM_015900907.1	LOC107335860	107335860
XM_015893394.1	LOC107328665	107328665
XM_015900432.1	LOC107335405	107335405
XM_015908563.1	LOC107343041	107343041
XM_015921717.1	LOC107355189	107355189
XM_015907600.1	LOC107342140	107342140
XM_015908260.1	LOC107342769	107342769
XM_015915472.1	LOC107349333	107349333
XM_015899614.1	LOC107334658	107334658
XM_015913196.1	LOC107347295	107347295
XM_015912330.1	LOC107346537	107346537
XM_015895069.1	LOC107330460	107330460
XM_015921707.1	LOC107355179	107355179
XM_015898427.1	LOC107333597	107333597
XM_015899977.1	LOC107335003	107335003
XM_015920595.1	LOC107354150	107354150
XM_015893567.1	LOC107328818	107328818
XM_015900556.1	LOC107335535	107335535
XM_015902430.1	LOC107337298	107337298
XM_015908448.1	LOC107342927	107342927
XM_015910667.1	LOC107344980	107344980
XM_015899295.1	LOC107334365	107334365
XM_015909686.1	LOC107344079	107344079
XM_015906693.1	LOC107341283	107341283
XM_015896919.1	LOC107332199	107332199
XR_001561221.1	LOC107330277	107330277
XM_015900997.1	LOC107335944	107335944
XM_015906721.1	LOC107341311	107341311
XM_015920411.1	LOC107354013	107354013
XM_015906737.1	LOC107341334	107341334
XM_015913233.1	LOC107347337	107347337
XM_015906646.1	LOC107341234	107341234
XM_015898071.1	LOC107333286	107333286
XM_015923134.1	LOC107356531	107356531
XM_015909814.1	LOC107344181	107344181
XM_015902374.1	LOC107337256	107337256
XM_015925452.1	LOC107358880	107358880
XM_015908432.1	LOC107342920	107342920
XR_001563144.1	LOC107338983	107338983
XM_015920983.1	LOC107354498	107354498
XM_015907541.1	LOC107342086	107342086
XM_015901104.1	LOC107336045	107336045
XR_001562578.1	LOC107336283	107336283
XM_015916532.1	LOC107350297	107350297
XM_015920589.1	LOC107354142	107354142
XM_015920838.1	LOC107354368	107354368
XM_015916491.1	LOC107350266	107350266
XM_015917679.1	LOC107351391	107351391
XM_015896517.1	LOC107331859	107331859
XM_015905219.1	LOC107339884	107339884
XM_015900987.1	LOC107335938	107335938
XR_001564668.1	LOC107345575	107345575
XM_015892072.1	LOC107327329	107327329
XM_015917949.1	LOC107351649	107351649
XR_001565552.1	LOC107349306	107349306
XR_001560587.1	LOC107327965	107327965
XR_001560356.1	LOC107326965	107326965
XR_001565431.1	LOC107348815	107348815
XM_015920107.1	LOC107353724	107353724
XM_015900067.1	LOC107335098	107335098
XM_015907555.1	LOC107342097	107342097
XR_001563331.1	LOC107339763	107339763
XM_015905794.1	LOC107340443	107340443
XM_015912064.1	LOC107346286	107346286
XM_015905677.1	LOC107340329	107340329
XM_015898955.1	LOC107334067	107334067
XM_015920802.1	LOC107354340	107354340
XM_015902046.1	LOC107336931	107336931
XM_015908354.1	LOC107342842	107342842
XR_001560597.1	LOC107327988	107327988
XM_015896416.1	LOC107331786	107331786
XM_015904321.1	LOC107339080	107339080
XM_015924472.1	LOC107357830	107357830
XM_015893154.1	LOC107328417	107328417
XR_001565564.1	LOC107349366	107349366
XM_015924166.1	LOC107357522	107357522
XR_001567900.1	LOC107358640	107358640
XM_015901282.1	LOC107336225	107336225
XR_001565425.1	LOC107348800	107348800
XM_015915885.1	LOC107349702	107349702
XM_015921225.1	LOC107354738	107354738
XM_015900077.1	LOC107335108	107335108
XM_015912059.1	LOC107346282	107346282
XM_015899359.1	LOC107334426	107334426
XM_015921554.1	LOC107355040	107355040
XM_015894905.1	LOC107330270	107330270
XM_015917093.1	LOC107350844	107350844
XM_015914687.1	LOC107348635	107348635
XR_001560743.1	LOC107328573	107328573
XM_015918088.1	LOC107351780	107351780
XM_015917663.1	LOC107351382	107351382
XR_001565967.1	LOC107350887	107350887
XM_015919688.1	LOC107353339	107353339
XM_015892474.1	LOC107327730	107327730
XM_015895722.1	LOC107331168	107331168
XM_015918489.1	LOC107352147	107352147
XM_015901700.1	LOC107336629	107336629
XM_015893122.1	LOC107328383	107328383
XM_015899345.1	LOC107334413	107334413
XM_015893845.1	LOC107329119	107329119
XM_015903062.1	LOC107337827	107337827
XM_015915001.1	LOC107348913	107348913
XM_015915891.1	LOC107349707	107349707
XR_001567459.1	LOC107356951	107356951
XM_015924750.1	LOC107358123	107358123
XM_015917344.1	LOC107351079	107351079
XM_015896965.1	LOC107332242	107332242
XM_015909143.1	LOC107343556	107343556
XM_015924882.1	LOC107358265	107358265
XM_015892694.1	LOC107327974	107327974
XR_001562375.1	LOC107335373	107335373
XM_015892512.1	LOC107327768	107327768
XM_015915684.1	LOC107349505	107349505
XM_015916145.1	LOC107349947	107349947
XM_015907062.1	LOC107341621	107341621
XM_015919988.1	LOC107353650	107353650
XM_015892449.1	LOC107327706	107327706
XM_015923097.1	LOC107356489	107356489
XM_015921526.1	LOC107355018	107355018
XR_001565803.1	LOC107350286	107350286
XM_015912484.1	LOC107346680	107346680
XM_015903418.1	LOC107338184	107338184
XM_015894437.1	LOC107329765	107329765
XM_015905324.1	LOC107339966	107339966
XM_015900069.1	LOC107335100	107335100
XR_001565096.1	LOC107347588	107347588
XR_001567445.1	LOC107356848	107356848
XM_015898099.1	LOC107333306	107333306
XR_001564790.1	LOC107346209	107346209
XM_015897121.1	LOC107332387	107332387
XM_015915214.1	LOC107349113	107349113
XM_015907119.1	LOC107341671	107341671
XM_015892020.1	LOC107327275	107327275
XM_015917465.1	LOC107351176	107351176
XM_015903426.1	LOC107338193	107338193
XM_015915301.1	LOC107349195	107349195
XM_015903919.1	LOC107338687	107338687
XM_015894614.1	LOC107329960	107329960
XM_015919089.1	LOC107352778	107352778
XM_015916151.1	LOC107349953	107349953
XM_015896824.1	LOC107332094	107332094
XM_015917013.1	LOC107350775	107350775
XM_015914202.1	LOC107348184	107348184
XM_015914181.1	LOC107348163	107348163
XM_015901937.1	LOC107336862	107336862
XM_015904716.1	LOC107339431	107339431
XM_015907781.1	LOC107342304	107342304
XM_015906973.1	LOC107341540	107341540
XM_015902874.1	LOC107337663	107337663
XR_001560857.1	LOC107329015	107329015
XM_015904260.1	LOC107339018	107339018
XM_015899238.1	LOC107334313	107334313
XM_015924224.1	LOC107357585	107357585
XR_001563782.1	LOC107341553	107341553
XM_015911958.1	LOC107346180	107346180
XM_015924778.1	LOC107358151	107358151
XM_015919075.1	LOC107352760	107352760
XR_001561437.1	LOC107331012	107331012
XM_015898218.1	LOC107333403	107333403
XM_015913728.1	LOC107347769	107347769
XM_015914234.1	LOC107348210	107348210
XM_015896892.1	LOC107332168	107332168
XM_015900459.1	LOC107335439	107335439
XM_015914195.1	LOC107348177	107348177
XM_015911922.1	LOC107346152	107346152
XM_015917423.1	LOC107351148	107351148
XR_001566300.1	LOC107352270	107352270
XM_015895373.1	LOC107330817	107330817
XM_015906963.1	LOC107341447	107341447
XM_015893227.1	LOC107328506	107328506
XM_015924022.1	LOC107357386	107357386
XM_015925442.1	LOC107358871	107358871
XM_015923693.1	LOC107357052	107357052
XR_001567550.1	LOC107357254	107357254
XM_015913498.1	LOC107347543	107347543
XM_015895179.1	LOC107330601	107330601
XM_015905012.1	LOC107339715	107339715
XM_015910069.1	LOC107344424	107344424
XM_015906940.1	LOC107341515	107341515
XM_015909059.1	LOC107343489	107343489
XM_015905033.1	LOC107339734	107339734
XR_001563197.1	LOC107339259	107339259
XM_015915329.1	LOC107349223	107349223
XM_015925314.1	LOC107358724	107358724
XM_015923741.1	LOC107357090	107357090
XM_015925067.1	LOC107358472	107358472
XM_015914069.1	LOC107348068	107348068
XM_015921932.1	LOC107355358	107355358
XM_015907157.1	LOC107341696	107341696
XM_015918361.1	LOC107352059	107352059
XM_015903204.1	LOC107337957	107337957
XR_001562389.1	LOC107335397	107335397
XM_015904518.1	LOC107339253	107339253
XM_015903171.1	LOC107337925	107337925
XM_015896883.1	LOC107332158	107332158
XM_015923683.1	LOC107357047	107357047
XM_015916265.1	LOC107350051	107350051
XM_015892135.1	LOC107327395	107327395
XM_015924214.1	LOC107357574	107357574
XM_015901232.1	LOC107336166	107336166
XM_015893732.1	LOC107328992	107328992
XM_015915560.1	LOC107349417	107349417
XR_001566972.1	LOC107355107	107355107
XM_015914075.1	LOC107348072	107348072
XM_015917136.1	LOC107350886	107350886
XM_015918851.1	LOC107352523	107352523
XM_015893663.1	LOC107328919	107328919
XM_015902031.1	LOC107336936	107336936
XM_015906174.1	LOC107340795	107340795
XM_015897736.1	LOC107332973	107332973
XM_015925261.1	LOC107358665	107358665
XM_015892242.1	LOC107327500	107327500
XM_015901030.1	LOC107335979	107335979
XM_015925297.1	LOC107358707	107358707
XM_015925144.1	LOC107358532	107358532
XR_001564862.1	LOC107346533	107346533
XM_015903399.1	LOC107338164	107338164
XM_015908032.1	LOC107342528	107342528
XM_015922821.1	LOC107356173	107356173
XM_015891974.1	LOC107327202	107327202
XM_015900289.1	LOC107335283	107335283
XM_015896334.1	LOC107331716	107331716
XR_001564165.1	LOC107343299	107343299
XM_015922960.1	LOC107356344	107356344
XM_015906643.1	LOC107341232	107341232
XM_015901006.1	LOC107335956	107335956
XM_015925136.1	LOC107358532	107358532
XM_015897393.1	LOC107332658	107332658
XM_015904100.1	LOC107338844	107338844
XM_015903385.1	LOC107338151	107338151
XR_001562208.1	LOC107334637	107334637
XM_015894496.1	LOC107329831	107329831
XM_015917269.1	LOC107350997	107350997
XM_015910937.1	LOC107345230	107345230
XM_015898151.1	LOC107333335	107333335
XM_015912386.1	LOC107346578	107346578
XM_015918052.1	LOC107351743	107351743
XM_015911471.1	LOC107345741	107345741
XM_015913421.1	LOC107347478	107347478
XM_015908034.1	LOC107342530	107342530
XM_015922707.1	LOC107356070	107356070
XM_015908267.1	LOC107342772	107342772
XM_015912571.1	LOC107346748	107346748
XM_015894223.1	LOC107329541	107329541
XM_015900445.1	LOC107335419	107335419
XM_015918866.1	LOC107352542	107352542
XM_015902024.1	LOC107336928	107336928
XM_015908550.1	LOC107343027	107343027
XM_015910927.1	LOC107345215	107345215
XR_001561554.1	LOC107331502	107331502
XM_015912378.1	LOC107346573	107346573
XM_015918068.1	LOC107351760	107351760
XM_015905834.1	LOC107340480	107340480
XM_015925334.1	LOC107358748	107358748
XM_015895058.1	LOC107330442	107330442
XM_015914420.1	LOC107348380	107348380
XR_001560420.1	LOC107327305	107327305
XM_015906045.1	LOC107340679	107340679
XM_015908189.1	LOC107342689	107342689
XM_015917275.1	LOC107351000	107351000
XM_015919221.1	LOC107352899	107352899
XM_015895310.1	LOC107330746	107330746
XM_015896684.1	LOC107331987	107331987
XM_015906144.1	LOC107340771	107340771
XR_001562320.1	LOC107335152	107335152
XM_015914965.1	LOC107348881	107348881
XM_015899427.1	LOC107334494	107334494
XM_015898072.1	LOC107333287	107333287
XM_015923613.1	LOC107356969	107356969
XM_015909813.1	LOC107344178	107344178
XM_015915042.1	LOC107348949	107348949
XM_015903680.1	LOC107338447	107338447
XM_015899659.1	LOC107334690	107334690
XM_015895515.1	LOC107330980	107330980
XR_001562128.1	LOC107334240	107334240
XM_015907214.1	LOC107341747	107341747
XM_015893041.1	LOC107328300	107328300
XM_015910549.1	LOC107344859	107344859
XM_015909591.1	LOC107343989	107343989
XM_015896304.1	LOC107331691	107331691
XM_015903690.1	LOC107338454	107338454
XM_015907528.1	LOC107342067	107342067
XM_015910187.1	LOC107344515	107344515
XM_015910140.1	LOC107344483	107344483
XM_015915910.1	LOC107349725	107349725
XR_001563943.1	LOC107342254	107342254
XM_015912583.1	LOC107346767	107346767
XM_015898359.1	LOC107333528	107333528
XM_015901998.1	LOC107336917	107336917
XR_001567664.1	LOC107357728	107357728
XM_015914497.1	LOC107348457	107348457
XM_015895501.1	LOC107330963	107330963
XM_015891802.1	LOC107327050	107327050
XM_015903305.1	LOC107338057	107338057
XM_015907266.1	LOC107341793	107341793
XM_015921408.1	LOC107354914	107354914
XM_015925003.1	LOC107358394	107358394
XR_001564292.1	LOC107343763	107343763
XM_015906258.1	LOC107340859	107340859
XM_015919631.1	LOC107353290	107353290
XM_015893550.1	LOC107328794	107328794
XM_015902522.1	LOC107337384	107337384
XM_015911038.1	LOC107345335	107345335
XM_015921078.1	LOC107354589	107354589
XR_001563560.1	LOC107340760	107340760
XM_015918964.1	LOC107352651	107352651
XM_015915401.1	LOC107349282	107349282
XR_001567384.1	LOC107356622	107356622
XM_015899645.1	LOC107334680	107334680
XM_015904454.1	LOC107339191	107339191
XM_015904413.1	LOC107339166	107339166
XM_015920100.1	LOC107353721	107353721
XM_015905804.1	LOC107340453	107340453
XR_001567205.1	LOC107356042	107356042
XM_015918730.1	LOC107352397	107352397
XR_001567739.1	LOC107357978	107357978
XM_015894842.1	LOC107330204	107330204
XM_015923161.1	LOC107356558	107356558
XR_001563953.1	LOC107342290	107342290
XM_015912593.1	LOC107346772	107346772
XM_015922553.1	LOC107355940	107355940
XM_015902737.1	LOC107337538	107337538
XR_001562466.1	LOC107335783	107335783
XM_015908197.1	LOC107342699	107342699
XM_015911690.1	LOC107345945	107345945
XM_015910745.1	LOC107345059	107345059
XM_015895047.1	LOC107330428	107330428
XM_015911785.1	LOC107346020	107346020
XR_001563258.1	LOC107339527	107339527
XM_015922709.1	LOC107356070	107356070
XR_001563970.1	LOC107342311	107342311
XM_015904035.1	LOC107338788	107338788
XM_015911002.1	LOC107345296	107345296
XM_015900942.1	LOC107335889	107335889
XM_015918434.1	LOC107352113	107352113
XM_015915415.1	LOC107349292	107349292
XR_001563129.1	LOC107338951	107338951
XM_015911799.1	LOC107346033	107346033
XM_015902966.1	LOC107337738	107337738
XM_015922206.1	LOC107355592	107355592
XM_015918953.1	LOC107352642	107352642
XR_001562707.1	LOC107336870	107336870
XR_001561601.1	LOC107331721	107331721
XR_001567574.1	LOC107357331	107357331
XM_015922387.1	LOC107355800	107355800
XM_015908187.1	LOC107342686	107342686
XM_015916541.1	LOC107350299	107350299
XM_015909098.1	LOC107343516	107343516
XM_015892534.1	LOC107327791	107327791
XM_015910759.1	LOC107345067	107345067
XM_015899932.1	LOC107334960	107334960
XR_001565146.1	LOC107347721	107347721
XM_015906746.1	LOC107341341	107341341
XM_015912238.1	LOC107346449	107346449
XM_015923261.1	LOC107356657	107356657
XM_015892385.1	LOC107327640	107327640
XM_015911059.1	LOC107345355	107345355
XM_015901624.1	LOC107336550	107336550
XR_001561327.1	LOC107330616	107330616
XM_015904940.1	LOC107339623	107339623
XR_001567374.1	LOC107356560	107356560
XM_015906031.1	LOC107340661	107340661
XM_015924979.1	LOC107358374	107358374
XM_015899750.1	LOC107334774	107334774
XM_015915481.1	LOC107349339	107349339
XM_015895232.1	LOC107330665	107330665
XM_015906601.1	LOC107341187	107341187
XM_015896966.1	LOC107332214	107332214
XM_015917902.1	LOC107351609	107351609
XM_015924885.1	LOC107358267	107358267
XR_001561186.1	LOC107330160	107330160
XM_015898024.1	LOC107333248	107333248
XM_015916555.1	LOC107350317	107350317
XM_015924904.1	LOC107358285	107358285
XM_015913653.1	LOC107347690	107347690
XM_015922577.1	LOC107355957	107355957
XR_001562686.1	LOC107336608	107336608
XM_015918545.1	LOC107352121	107352121
XM_015911895.1	LOC107346128	107346128
XM_015912993.1	LOC107347119	107347119
XR_001560645.1	LOC107328141	107328141
XM_015897175.1	LOC107332444	107332444
XM_015915028.1	LOC107348936	107348936
XR_001565487.1	LOC107349037	107349037
XM_015903450.1	LOC107338212	107338212
XM_015922836.1	LOC107356200	107356200
XR_001564692.1	LOC107345699	107345699
XM_015894715.1	LOC107330075	107330075
XR_001563600.1	LOC107340907	107340907
XM_015907047.1	LOC107341603	107341603
XM_015914515.1	LOC107348473	107348473
XR_001564771.1	LOC107346065	107346065
XM_015908839.1	LOC107343272	107343272
XM_015898772.1	LOC107333905	107333905
XM_015912983.1	LOC107347113	107347113
XR_001563701.1	LOC107341291	107341291
XM_015919027.1	LOC107352719	107352719
XM_015897169.1	LOC107332438	107332438
XM_015892023.1	LOC107327277	107327277
XM_015917281.1	LOC107351010	107351010
XM_015915306.1	LOC107349199	107349199
XM_015911332.1	LOC107345600	107345600
XM_015924727.1	LOC107358095	107358095
XM_015919849.1	LOC107353532	107353532
XM_015896323.1	LOC107331708	107331708
XM_015918559.1	LOC107352226	107352226
XM_015910310.1	LOC107344620	107344620
XM_015901930.1	LOC107336856	107336856
XM_015913468.1	LOC107347512	107347512
XM_015917404.1	LOC107351124	107351124
XM_015917922.1	LOC107351631	107351631
XR_001563583.1	LOC107340785	107340785
XM_015920879.1	LOC107354404	107354404
XM_015894701.1	LOC107330056	107330056
XM_015914656.1	LOC107348600	107348600
XR_001560854.1	LOC107329011	107329011
XR_001562442.1	LOC107335689	107335689
XM_015912098.1	LOC107346315	107346315
XM_015900877.1	LOC107335839	107335839
XM_015918276.1	LOC107351974	107351974
XM_015902304.1	LOC107337188	107337188
XM_015894736.1	LOC107330094	107330094
XM_015891778.1	LOC107327027	107327027
XR_001565513.1	LOC107349167	107349167
XR_001564942.1	LOC107346812	107346812
XM_015918157.1	LOC107351849	107351849
XM_015909096.1	LOC107343515	107343515
XR_001563627.1	LOC107341048	107341048
XM_015899894.1	LOC107334926	107334926
XM_015912123.1	LOC107346329	107346329
XM_015901253.1	LOC107336194	107336194
XM_015917873.1	LOC107351578	107351578
XM_015920755.1	LOC107354301	107354301
XM_015903836.1	LOC107338597	107338597
XM_015918402.1	LOC107352086	107352086
XM_015892441.1	LOC107327698	107327698
XR_001561160.1	LOC107330045	107330045
XM_015892510.1	LOC107327768	107327768
XR_001563374.1	LOC107339948	107339948
XM_015916482.1	LOC107350240	107350240
XM_015896786.1	LOC107332062	107332062
XM_015893167.1	LOC107328434	107328434
XM_015908827.1	LOC107343266	107343266
XM_015909410.1	LOC107343823	107343823
XM_015895795.1	LOC107331236	107331236
XR_001567425.1	LOC107356756	107356756
XM_015908339.1	LOC107342827	107342827
XM_015917821.1	LOC107351522	107351522
XM_015899332.1	LOC107334400	107334400
XR_001564974.1	LOC107347066	107347066
XM_015923868.1	LOC107357228	107357228
XM_015917329.1	LOC107351063	107351063
XM_015901208.1	LOC107336142	107336142
XM_015895460.1	LOC107330929	107330929
XR_001563194.1	LOC107339239	107339239
XM_015901385.1	LOC107336304	107336304
XM_015892488.1	LOC107327740	107327740
XM_015917654.1	LOC107351370	107351370
XR_001563241.1	LOC107339421	107339421
XM_015894441.1	LOC107329768	107329768
XR_001560396.1	LOC107327175	107327175
XM_015905113.1	LOC107339800	107339800
XM_015924879.1	LOC107358263	107358263
XR_001567482.1	LOC107357033	107357033
XM_015920863.1	LOC107354389	107354389
XM_015907319.1	LOC107341843	107341843
XM_015921533.1	LOC107355021	107355021
XM_015916693.1	LOC107350468	107350468
XM_015897541.1	LOC107332795	107332795
XM_015894696.1	LOC107330051	107330051
XM_015903176.1	LOC107337933	107337933
XM_015923289.1	LOC107356673	107356673
XM_015908837.1	LOC107343272	107343272
XM_015899464.1	LOC107334526	107334526
XM_015893904.1	LOC107329171	107329171
XM_015903091.1	LOC107337855	107337855
XM_015908555.1	LOC107342999	107342999
XM_015906932.1	LOC107341505	107341505
XR_001566971.1	LOC107355107	107355107
XM_015892943.1	LOC107328207	107328207
XM_015893664.1	LOC107328920	107328920
XM_015914561.1	LOC107348520	107348520
XM_015925413.1	LOC107358835	107358835
XM_015915709.1	LOC107349525	107349525
XM_015924684.1	LOC107358052	107358052
XM_015919431.1	LOC107353108	107353108
XM_015899184.1	LOC107334244	107334244
XR_001564861.1	LOC107346532	107346532
XM_015894455.1	LOC107329781	107329781
XM_015896861.1	LOC107332134	107332134
XM_015924517.1	LOC107357882	107357882
XM_015899005.1	LOC107334104	107334104
XM_015895475.1	LOC107330947	107330947
XM_015910784.1	LOC107345084	107345084
XM_015906849.1	LOC107341440	107341440
XM_015924666.1	LOC107358034	107358034
XM_015920008.1	LOC107353664	107353664
XM_015913035.1	LOC107347161	107347161
XR_001561529.1	LOC107331404	107331404
XM_015896853.1	LOC107332128	107332128
XR_001563354.1	LOC107339853	107339853
XR_001560406.1	LOC107327218	107327218
XM_015913846.1	LOC107347865	107347865
XM_015897713.1	LOC107332952	107332952
XM_015922900.1	LOC107356263	107356263
XM_015921483.1	LOC107354980	107354980
XM_015893092.1	LOC107328350	107328350
XR_001560781.1	LOC107328759	107328759
XM_015911472.1	LOC107345741	107345741
XM_015925403.1	LOC107358825	107358825
XM_015923702.1	LOC107357058	107357058
XM_015923753.1	LOC107357102	107357102
XM_015922949.1	LOC107356331	107356331
XR_001567837.1	LOC107358402	107358402
XM_015892656.1	LOC107327933	107327933
XM_015913783.1	LOC107347809	107347809
XM_015912572.1	LOC107346752	107346752
XM_015909784.1	LOC107344159	107344159
XM_015918826.1	LOC107352498	107352498
XM_015908027.1	LOC107342518	107342518
XR_001563735.1	LOC107341421	107341421
XM_015893516.1	LOC107328769	107328769
XM_015924507.1	LOC107357870	107357870
XM_015916649.1	LOC107350424	107350424
XM_015896665.1	LOC107331972	107331972
XM_015914243.1	LOC107348220	107348220
XR_001567448.1	LOC107356903	107356903
XM_015916882.1	LOC107350639	107350639
XM_015896379.1	LOC107331738	107331738
XM_015892659.1	LOC107327933	107327933
XR_001562971.1	LOC107338259	107338259
XM_015911949.1	LOC107346177	107346177
XM_015891744.1	LOC107326995	107326995
XM_015905435.1	LOC107340085	107340085
XM_015907835.1	LOC107342350	107342350
XM_015905189.1	LOC107339855	107339855
XM_015924095.1	LOC107357457	107357457
XR_001567068.1	LOC107355517	107355517
XM_015896706.1	LOC107331995	107331995
XM_015899174.1	LOC107334242	107334242
XR_001561084.1	LOC107329732	107329732
XM_015893287.1	LOC107328566	107328566
XR_001565415.1	LOC107348760	107348760
XR_001567498.1	LOC107357072	107357072
XM_015895555.1	LOC107331019	107331019
XM_015893042.1	LOC107328301	107328301
XR_001563255.1	LOC107339520	107339520
XM_015904892.1	LOC107339571	107339571
XR_001560600.1	LOC107327993	107327993
XM_015906467.1	LOC107341043	107341043
XM_015902231.1	LOC107337109	107337109
XM_015900258.1	LOC107335260	107335260
XM_015918301.1	LOC107351998	107351998
XM_015893297.1	LOC107328578	107328578
XR_001561501.1	LOC107331327	107331327
XM_015892048.1	LOC107327307	107327307
XM_015905563.1	LOC107340207	107340207
XR_001566844.1	LOC107354551	107354551
XM_015914942.1	LOC107348871	107348871
XM_015893759.1	LOC107329028	107329028
XR_001565018.1	LOC107347301	107347301
XM_015903672.1	LOC107338444	107338444
XM_015915535.1	LOC107349385	107349385
XM_015894029.1	LOC107329332	107329332
XM_015914992.1	LOC107348902	107348902
XM_015906477.1	LOC107341056	107341056
XR_001566547.1	LOC107353222	107353222
XM_015894845.1	LOC107330205	107330205
XM_015917819.1	LOC107351521	107351521
XM_015903655.1	LOC107338427	107338427
XM_015912750.1	LOC107346893	107346893
XM_015895540.1	LOC107331010	107331010
XM_015923561.1	LOC107356925	107356925
XM_015905494.1	LOC107340139	107340139
XM_015906794.1	LOC107341396	107341396
XM_015896718.1	LOC107332003	107332003
XM_015897356.1	LOC107332622	107332622
XM_015921865.1	LOC107355322	107355322
XM_015918719.1	LOC107352382	107352382
XM_015905527.1	LOC107340162	107340162
XM_015905606.1	LOC107340259	107340259
XM_015895973.1	LOC107331396	107331396
XM_015905476.1	LOC107340124	107340124
XM_015907664.1	LOC107342189	107342189
XM_015896762.1	LOC107332039	107332039
XM_015915521.1	LOC107349287	107349287
XM_015910527.1	LOC107344837	107344837
XM_015920938.1	LOC107354451	107354451
XM_015897822.1	LOC107333064	107333064
XM_015899518.1	LOC107334573	107334573
XM_015903641.1	LOC107338410	107338410
XM_015922380.1	LOC107355798	107355798
XM_015905137.1	LOC107339811	107339811
XM_015895187.1	LOC107330610	107330610
XM_015898388.1	LOC107333540	107333540
XM_015892727.1	LOC107328009	107328009
XM_015901075.1	LOC107336018	107336018
XR_001563902.1	LOC107342057	107342057
XM_015923262.1	LOC107356654	107356654
XM_015905537.1	LOC107340172	107340172
XM_015916008.1	LOC107349822	107349822
XM_015912314.1	LOC107346514	107346514
XM_015904078.1	LOC107338828	107338828
XM_015911828.1	LOC107346060	107346060
XM_015922621.1	LOC107355999	107355999
XM_015923652.1	LOC107357006	107357006
XM_015906032.1	LOC107340665	107340665
XM_015902682.1	LOC107337500	107337500
XM_015919209.1	LOC107352888	107352888
XM_015914549.1	LOC107348507	107348507
XM_015910537.1	LOC107344849	107344849
