geno fitpc1
K10 -0.419470972392748
K13 -0.768671242368767
K14 -1.39601332096821
K15 -1.24156879895277
K2 0.0602391099098478
K3 -0.918130778193791
K5 -1.10935788670963
K6 -0.93766206908012
K7 0.608079948628384
K8 -0.541856440279642
O1 0.600039314530849
O10 3.61415927473449
O13 1.16820554823572
O14 -1.82461089500769
O15 -1.74940061802756
O2 1.45424826517342
O3 1.05369156722858
O4 1.47255125360203
O5 0.290999658768778
O6 0.950723357750936
O7 -1.0007567309634
O9 0.634562454381291
