prot,stat
XP_015747439.1,-3.15946546282464
XP_015747442.1,-3.08341531108547
XP_015747444.1,-0.760718594804985
XP_015747445.1,0.612242668920203
XP_015747446.1,0.829260358757438
XP_015747448.1,-0.125553568092869
XP_015747449.1,-7.13164395813169
XP_015747450.1,-0.0264879821748707
XP_015747451.1,0.24192475819882
XP_015747452.1,-0.907126011743287
XP_015747454.1,2.20537549941326
XP_015747455.1,-0.0270880053562053
XP_015747456.1,-0.332357763468337
XP_015747457.1,-0.24013456595975
XP_015747458.1,0.0155001681350484
XP_015747461.1,-0.10667304728463
XP_015747462.1,0.189042261115503
XP_015747463.1,0.85713283850427
XP_015747464.1,-1.03478923618434
XP_015747465.1,0.00023298675478145
XP_015747468.1,0.000242976843509268
XP_015747469.1,-2.9585092343259
XP_015747470.1,-1.87587040037749
XP_015747471.1,0.449193898539761
XP_015747472.1,-0.538017702525224
XP_015747473.1,0.09728314736725
XP_015747477.1,-0.00543960386566766
XP_015747474.1,0.000852904930383147
XP_015747475.1,-15.3872985558735
XP_015747476.1,-0.578306095014796
XP_015747478.1,-0.121011637902711
XP_015747479.1,-0.114887354131099
XP_015747480.1,-3.90303278731398
XP_015747481.1,1.70014596339627
XP_015747482.1,-0.0137191656323239
XP_015747483.1,-0.641924025762052
XP_015747484.1,-0.00345964293794054
XP_015747488.1,0.86477660141324
XP_015747485.1,-0.325228461163675
XP_015747486.1,-1.50863864458852
XP_015747489.1,-0.0116358813038175
XP_015747490.1,-0.0407583743143505
XP_015747491.1,-0.00442508017148668
XP_015747492.1,-0.00264778322937786
XP_015747493.1,1.25035321088303
XP_015747494.1,3.5649538881411
XP_015747496.1,1.30519099653296
XP_015747495.1,2.72409851757641
XP_015747497.1,8.31452824567492
XP_015747498.1,-0.247048838187141
XP_015747499.1,-0.276965105545457
XP_015747500.1,0.895715187540816
XP_015747502.1,0.154586389585972
XP_015747503.1,-3.70389947501468
XP_015747504.1,0.134743198538388
XP_015747505.1,0.0626139236958352
XP_015747506.1,1.13569089403012
XP_015747507.1,0.304754749795848
XP_015747508.1,-0.0776060576521331
XP_015747510.1,0.159887359470162
XP_015747511.1,-0.39985430868893
XP_015747515.1,0.0287985894585745
XP_015747512.1,-0.375371440981894
XP_015747513.1,-0.450738583903245
XP_015747514.1,-0.0147035571859533
XP_015747516.1,1.09640959824665
XP_015747517.1,1.9746302122083
XP_015747518.1,-0.046139856712557
XP_015747519.1,3.41056789792867
XP_015747520.1,0.524005471115828
XP_015747521.1,0.103067097751705
XP_015747522.1,0.317575984949485
XP_015747525.1,-0.0583763232396848
XP_015747523.1,-0.0244195785795682
XP_015747524.1,-0.0128983751949932
XP_015747560.1,-0.474390740783207
XP_015747526.1,-0.0412715919777042
XP_015747527.1,-4.18017072536185
XP_015747530.1,-0.173862293992187
XP_015747531.1,0.00903802469389348
XP_015747532.1,-1.41129080827739
XP_015747535.1,-0.104869924038923
XP_015747533.1,0.00363150717996064
XP_015747536.1,-0.877656966718462
XP_015747540.1,0.0446439734686521
XP_015747541.1,-0.0675674252906902
XP_015747542.1,0.00648334156588248
XP_015747543.1,0.840777517077981
XP_015747548.1,-2.60999596829993
XP_015747545.1,-1.06218270056615
XP_015747547.1,-1.30830586075214
XP_015747549.1,0.000215195221329623
XP_015747550.1,-0.248258062401447
XP_015747551.1,-0.213427681871565
XP_015747552.1,-0.305622355066873
XP_015747556.1,-1.47686623714128
XP_015747553.1,-3.13359838037309
XP_015747554.1,-3.02761633916884
XP_015747555.1,0.130492854981355
XP_015747557.1,-0.621233574690848
XP_015747559.1,2.50028562918226
XP_015747561.1,-0.0340023659672681
XP_015747562.1,-0.1733959872752
XP_015747563.1,1.00713334046736
XP_015747564.1,-1.47181596260202
XP_015747567.1,0.0287643444942205
XP_015747565.1,-0.680167459567372
XP_015747566.1,0.0632450408943157
XP_015747568.1,0.013466288719485
XP_015747569.1,0.127981039330905
XP_015747570.1,0.0228447244504082
XP_015747571.1,-0.031014912049443
XP_015747573.1,-0.250872728228501
XP_015747574.1,-5.23712768195907
XP_015747579.1,0.0762279184158103
XP_015747577.1,3.69421471923613
XP_015747580.1,0.638150633865536
XP_015747581.1,1.37980285438158
XP_015747582.1,0.0631150736898007
XP_015747583.1,-0.638173060513054
XP_015747584.1,2.74857599063517
XP_015747586.1,-0.21171218224805
XP_015747585.1,-0.0105553445737598
XP_015747587.1,0.0876628543107358
XP_015747588.1,0.200372820306143
XP_015747589.1,-0.394308731210202
XP_015747590.1,0.306955948914833
XP_015747591.1,-0.00237788689673835
XP_015747595.1,-0.0154012089165008
XP_015747592.1,0.127759078005653
XP_015747593.1,-0.0409081966695624
XP_015747594.1,0.132802881161012
XP_015747596.1,-0.762071758817569
XP_015747597.1,0.0394010768916928
XP_015747598.1,0.002796438144685
XP_015747599.1,1.91609395599258
XP_015747600.1,-1.42690544327405
XP_015747601.1,-0.159600491589856
XP_015747605.1,-1.21211406780395
XP_015747603.1,1.8694186111623
XP_015747606.1,1.81840109654371
XP_015747607.1,0.984361945014143
XP_015747608.1,0.0203827125718021
XP_015747609.1,1.32755651140474
XP_015747610.1,-4.6022875203015
XP_015747611.1,-0.334468894994359
XP_015747612.1,5.99671109599188
XP_015747615.1,0.0960715423954071
XP_015747613.1,8.36897714818889
XP_015747614.1,-0.0152289630293581
XP_015747616.1,-2.12035312005685
XP_015747617.1,-0.578858704579432
XP_015747618.1,-2.1777912473471
XP_015747619.1,0.488914484558734
XP_015747620.1,1.11284749653447
XP_015747624.1,0.0398671102278172
XP_015747621.1,-0.19148944351798
XP_015747622.1,1.32175434290826
XP_015747623.1,2.44871080817705
XP_015747657.1,-0.142141275390486
XP_015747625.1,3.34211427808299
XP_015747626.1,1.32894546228408
XP_015747627.1,0.0522408395822822
XP_015747628.1,-2.25725717700982
XP_015747629.1,-0.0186607891947119
XP_015747631.1,-1.93226474353082
XP_015747634.1,0.00506791566641596
XP_015747632.1,-0.0434832153100615
XP_015747633.1,0.275937105732282
XP_015747635.1,0.0994424607095539
XP_015747636.1,0.419187148694732
XP_015747637.1,-0.162396641236853
XP_015747638.1,-0.768779544791528
XP_015747639.1,0.901934530145809
XP_015747640.1,0.345752802377135
XP_015747643.1,-0.0566087997717659
XP_015747641.1,-0.221034740184905
XP_015747642.1,-1.53841178882004
XP_015747644.1,2.88457953749366
XP_015747645.1,0.289379867802609
XP_015747646.1,0.076446054343819
XP_015747647.1,1.08385665637755
XP_015747648.1,-1.65150496587137
XP_015747649.1,0.81857770270247
XP_015747653.1,0.098395779305946
XP_015747651.1,-3.70007302138032
XP_015747652.1,-0.145777181913672
XP_015747654.1,-0.0210736405132081
XP_015747655.1,-1.11299072961896
XP_015747656.1,-8.7363613801017e-05
XP_015747658.1,1.25706517145591
XP_015747659.1,0.514040115603734
XP_015747662.1,-0.000450656246016479
XP_015747660.1,3.01868963308442
XP_015747661.1,0.738625408541878
XP_015747663.1,0.473140224019886
XP_015747665.1,0.734715337281671
XP_015747670.1,1.31456350231474
XP_015747671.1,-1.06518901528466
XP_015747675.1,0.472890993693568
XP_015747673.1,1.48344334434114e-05
XP_015747674.1,-0.262660070029341
XP_015747676.1,0.659143259109214
XP_015747677.1,0.0872487944330942
XP_015747678.1,-1.20395166499185
XP_015747679.1,-0.72431047989943
XP_015747680.1,0.785706127886471
XP_015747681.1,0.96641870919629
XP_015747682.1,-0.0504246014181717
XP_015747686.1,-0.25724926368288
XP_015747683.1,-0.111879252808592
XP_015747684.1,0.405031808927106
XP_015747685.1,0.0740658139998231
XP_015747687.1,-0.493750466728557
XP_015747688.1,0.603943983192977
XP_015747689.1,0.156163223764054
XP_015747693.1,0.012412552001166
XP_015747696.1,-2.31271814794499
XP_015747694.1,-2.0230498358749
XP_015747695.1,0.0613469781200706
XP_015747698.1,9.45843068656373
XP_015747699.1,-0.0118384434356926
XP_015747702.1,-1.95694734822206
XP_015747700.1,-0.529655423944575
XP_015747701.1,-0.254157775565204
XP_015747703.1,0.0900351689448371
XP_015747705.1,-2.91950980155264
XP_015747707.1,0.915709277211391
XP_015747708.1,2.47780589951142
XP_015747712.1,-1.04632037439046
XP_015747709.1,0.422598016125505
XP_015747710.1,1.95900654090354
XP_015747711.1,-0.556216107406499
XP_015747713.1,0.0439586896251001
XP_015747717.1,-0.694154672429306
XP_015747718.1,-0.415272951672421
XP_015747719.1,-4.71109578086271e-05
XP_015747724.1,6.43304977698634
XP_015747723.1,1.33689351373869
XP_015747761.1,-0.215581745745396
XP_015747725.1,1.1970911559149
XP_015747726.1,0.0728547481179618
XP_015747727.1,0.430548497320842
XP_015747728.1,-0.124268597358224
XP_015747731.1,-0.208672263528058
XP_015747736.1,4.33797582012008
XP_015747732.1,0.0875082304265788
XP_015747735.1,0.0344194643165281
XP_015747737.1,1.78076015349168
XP_015747738.1,0.0196890104102465
XP_015747739.1,-0.356020970234852
XP_015747740.1,-1.44728470194957
XP_015747745.1,-1.07478138334392
XP_015747742.1,-2.82877334739607
XP_015747743.1,-4.03579319987347
XP_015747744.1,-6.23931455118276
XP_015747746.1,-1.30696246203851
XP_015747747.1,0.0255815440842753
XP_015747748.1,-0.0482812329657918
XP_015747749.1,-5.86139102235899
XP_015747757.1,0.229051753721706
XP_015747755.1,-0.01030928719101
XP_015747756.1,-0.195849666207735
XP_015747758.1,1.30150166787007
XP_015747760.1,-0.832844778431934
XP_015747762.1,0.134557519771363
XP_015747763.1,-0.024148468343526
XP_015747765.1,1.24509739389876
XP_015747768.1,0.742868740953554
XP_015747766.1,-1.00051687716166
XP_015747767.1,0.702675454911571
XP_015747769.1,-0.0823850680600913
XP_015747770.1,3.06676000301343
XP_015747771.1,1.78953400882045
XP_015747772.1,-0.738738453048654
XP_015747773.1,4.15068391219495
XP_015747774.1,1.13651258696893
XP_015747775.1,0.629940310045242
XP_015747778.1,-0.0424048325542401
XP_015747776.1,0.112113117070407
XP_015747777.1,0.295540089540594
XP_015747780.1,-2.15435232523106
XP_015747781.1,0.0310252610933048
XP_015747782.1,0.519342896847547
XP_015747783.1,2.22227124017638
XP_015747786.1,0.760228007495414
XP_015747784.1,-1.74724349102189
XP_015747785.1,0.0646475767754282
XP_015747787.1,0.25396347574241
XP_015747788.1,-2.36700935009571
XP_015747789.1,0.0253474225399941
XP_015747791.1,2.94641312533923
XP_015747793.1,0.0177694547062401
XP_015747794.1,0.0601943913227103
XP_015747795.1,-2.13314188653743
XP_015747796.1,-0.03311347743022
XP_015747797.1,0.102236250224593
XP_015747798.1,-0.0485601553648962
XP_015747802.1,-0.564989713132206
XP_015747799.1,1.80202139913243
XP_015747800.1,0.1134722233069
XP_015747801.1,-0.0223524607133641
XP_015747803.1,-18.4259971709818
XP_015747804.1,-0.407188281240451
XP_015747805.1,-0.745211444362639
XP_015747806.1,-1.33734218410746
XP_015747807.1,-1.44497523423581
XP_015747811.1,-0.359894580817468
XP_015747808.1,-0.0161597069842117
XP_015747809.1,0.218250579651453
XP_015747810.1,0.140098329980219
XP_015747812.1,1.92940589481745
XP_015747813.1,-0.913183695860766
XP_015747814.1,0.239114105390229
XP_015747815.1,1.00844666868511
XP_015747816.1,-0.347293361192499
XP_015747821.1,-11.0497618757571
XP_015747818.1,-3.18034821589208e-05
XP_015747819.1,0.173778359148969
XP_015747820.1,-7.76991469891766
XP_015747822.1,11.7143346297454
XP_015747854.1,-0.210213966164531
XP_015747823.1,-0.00351141747222528
XP_015747824.1,-0.974022434263134
XP_015747825.1,-0.0123394409198454
XP_015747826.1,-3.71989659393216
XP_015747827.1,-0.021383655926968
XP_015747829.1,0.212283340840344
XP_015747832.1,-0.825299236016008
XP_015747830.1,14.6654746191007
XP_015747831.1,-5.59344872246618
XP_015747833.1,0.000102485514872797
XP_015747836.1,1.53462189570601
XP_015747837.1,-0.0153488335692202
XP_015747838.1,-0.0616603018252135
XP_015747839.1,1.9106533588224
XP_015747842.1,0.47724324972728
XP_015747840.1,0.990667962104894
XP_015747841.1,-0.0039112090917115
XP_015747843.1,0.0323715105102167
XP_015747844.1,-0.682061357069756
XP_015747846.1,0.51981229515232
XP_015747847.1,-3.78470533976309
XP_015747850.1,-0.212059471660837
XP_015747848.1,-4.04342951260475
XP_015747849.1,-0.00127476387336856
XP_015747851.1,-0.256984675699528
XP_015747852.1,0.0777628540195678
XP_015747853.1,-2.99968927998492
XP_015747855.1,0.077617319652262
XP_015747856.1,-0.315273156309615
XP_015747857.1,6.34717987433953
XP_015747858.1,-0.0183242219718522
XP_015747862.1,-2.06821930817142
XP_015747863.1,0.125778910327073
XP_015747868.1,-1.15664362705036
XP_015747866.1,-0.555535039178125
XP_015747867.1,-0.844500322450529
XP_015747869.1,-0.106281319842594
XP_015747870.1,-0.553020498360411
XP_015747871.1,-0.00775466928837432
XP_015747872.1,-2.86698075983708
XP_015747873.1,-0.424482847944546
XP_015747874.1,0.203704527297333
XP_015747875.1,-1.61344466335629
XP_015747876.1,-0.0951427685553199
XP_015747877.1,3.6614322534916
XP_015747878.1,-1.67894507218105
XP_015747880.1,-1.06118122656079
XP_015747881.1,5.07659405452449
XP_015747884.1,-0.689174898775491
XP_015747886.1,-0.201786094056217
XP_015747887.1,4.97716970121724
XP_015747888.1,-0.194395534558538
XP_015747889.1,0.0661651175414875
XP_015747890.1,-0.9045965442171
XP_015747891.1,-2.65113638705103
XP_015747897.1,-1.43303503378951
XP_015747893.1,1.19228151392906
XP_015747895.1,0.000330494312152041
XP_015747901.1,0.018124147423805
XP_015747902.1,-4.72299106827384
XP_015747903.1,-0.616209109430969
XP_015747904.1,0.503205304332994
XP_015747908.1,2.88507906870768
XP_015747905.1,-6.23405814026592
XP_015747906.1,-0.108592671452172
XP_015747907.1,-0.0369773582812911
XP_015747909.1,-0.498221563403774
XP_015747910.1,-0.391503842055329
XP_015747911.1,0.679632998484834
XP_015747916.1,0.00841687928414103
XP_015747912.1,0.443700614365014
XP_015747913.1,0.0750002457360779
XP_015747953.1,0.783208532408992
XP_015747917.1,0.00393861713342858
XP_015747918.1,-2.78380403299957
XP_015747919.1,-1.01632203304416
XP_015747920.1,-0.620191206330617
XP_015747921.1,-0.0771740414768374
XP_015747922.1,-0.0783100474693583
XP_015747923.1,0.0788974910628326
XP_015747927.1,-7.71569916119404
XP_015747925.1,3.63207492417479
XP_015747926.1,-0.858753615020419
XP_015747928.1,1.82999441423999
XP_015747929.1,-5.54343647885162
XP_015747930.1,5.96912049537084
XP_015747931.1,0.455441169532463
XP_015747933.1,0.782463659667769
XP_015747935.1,3.11598392083408
XP_015747936.1,-1.44042471099107
XP_015747937.1,-0.0147283957928437
XP_015747938.1,-0.27933296882361
XP_015747939.1,0.0244348674906689
XP_015747940.1,1.04367302417148
XP_015747944.1,-0.00254165847886156
XP_015747941.1,-0.0392327690295815
XP_015747942.1,-0.219593457825283
XP_015747943.1,0.0376140057555858
XP_015747945.1,-0.353090540538119
XP_015747947.1,0.597582892312374
XP_015747952.1,0.666634914943842
XP_015747957.1,0.0392141826220325
XP_015747954.1,-0.200487249521245
XP_015747955.1,0.911212167632016
XP_015747956.1,-0.702646372507786
XP_015747958.1,0.0272699004193555
XP_015747959.1,-0.39320428675029
XP_015747960.1,0.438628269976562
XP_015747961.1,-0.442622487166773
XP_015747962.1,0.0742909587327176
XP_015747964.1,-1.96728160606136
XP_015747965.1,2.81838443410356
XP_015747966.1,0.228361750573981
XP_015747967.1,-0.0747919523241762
XP_015747968.1,-0.0126808258279425
XP_015747969.1,-0.0246017169885704
XP_015747970.1,-0.627989236878307
XP_015747974.1,1.11219765601706
XP_015747971.1,-0.210009388832702
XP_015747972.1,0.0881965506171696
XP_015747973.1,0.134008173289544
XP_015747975.1,1.34203709418937
XP_015747976.1,1.00548263404517
XP_015747978.1,2.82561963658037
XP_015747982.1,0.0610261611254259
XP_015747979.1,0.969806706768537
XP_015747980.1,1.54454388047319
XP_015747981.1,0.188078348544963
XP_015747983.1,0.718852026101388
XP_015747984.1,0.0145875769120494
XP_015747985.1,0.0167325477273153
XP_015747986.1,-0.00068562997816457
XP_015747987.1,0.336929559717362
XP_015747988.1,-0.0418698829341793
XP_015748000.1,0.170578898587735
XP_015747989.1,0.0518528527214812
XP_015747990.1,-0.3437733583865
XP_015747992.1,-0.651989082181046
XP_015747995.1,0.8105341827644
XP_015748004.1,0.132915220633834
XP_015748005.1,0.005375034882519
XP_015748006.1,-20.6951837744193
XP_015748007.1,-0.210273362296675
XP_015748011.1,-1.33247417448109
XP_015748008.1,-0.233012167229049
XP_015748009.1,-1.16650006593255
XP_015748010.1,-0.0117078803761501
XP_015748012.1,-5.87983259356997
XP_015748013.1,-0.263282274702192
XP_015748014.1,0.00763635448390687
XP_015748018.1,-3.01781507787871
XP_015748015.1,5.31111908062792
XP_015748016.1,7.42236151680135
XP_015748017.1,-0.18788150652216
XP_015748051.1,-1.37261816741278
XP_015748019.1,0.354504527507686
XP_015748020.1,0.827915079726637
XP_015748021.1,-0.0213913315688501
XP_015748022.1,0.134339294912138
XP_015748023.1,0.0222481468086926
XP_015748025.1,-0.962541312923918
XP_015748026.1,-2.29102488394608
XP_015748027.1,0.370257228945405
XP_015748028.1,-0.0277110714381479
XP_015748029.1,-0.114953759185539
XP_015748030.1,-0.325430068945082
XP_015748031.1,2.9824723471246
XP_015748034.1,0.115362818928162
XP_015748032.1,-0.187796072176809
XP_015748033.1,0.0370746728816016
XP_015748035.1,1.44869548974523
XP_015748036.1,-0.0649499804673752
XP_015748037.1,0.492963728691592
XP_015748039.1,0.369600882130385
XP_015748040.1,-0.0674589546256925
XP_015748041.1,-0.493513107285608
XP_015748044.1,7.11781039407299
XP_015748042.1,-0.050659037927872
XP_015748043.1,-0.569067605847152
XP_015748045.1,-0.943267982432587
XP_015748046.1,-0.000128280612585741
XP_015748047.1,-0.509568866613364
XP_015748048.1,-0.274421647879194
XP_015748049.1,0.232605156769154
XP_015748050.1,-1.58811884720433
XP_015748052.1,-2.74343374861564
XP_015748053.1,0.128394173653135
XP_015748054.1,2.96128079701043
