prot,stat
XP_015754013.1,-0.0232028196789145
XP_015750272.1,0.0393818858838131
XP_015747428.1,2.04750698535349
XP_015747108.1,-1.7969831957206
XP_015747106.1,-0.480363370383202
XP_015747109.1,-0.328819411989627
XP_015747110.1,-0.00116946024701292
XP_015747112.1,0.228152729821772
XP_015747116.1,1.79196192753187
XP_015747113.1,-1.03769884717411
XP_015747114.1,-0.0130414795462457
XP_015747115.1,-0.461966999414415
XP_015747117.1,2.20302862420169
XP_015747118.1,-2.48980851935568
XP_015747119.1,3.3338570302023
XP_015747120.1,1.56498295264345
XP_015747121.1,-0.114110850901227
XP_015747122.1,-0.27998976700394
XP_015747126.1,-3.27573362442683
XP_015747123.1,-0.249469462239688
XP_015747124.1,-0.31207624437792
XP_015747125.1,-0.109632542702911
XP_015747127.1,3.29532508935006
XP_015747128.1,0.0896090241788272
XP_015747129.1,0.279632482733405
XP_015747130.1,0.929114754964303
XP_015747131.1,-2.1438919168919
XP_015747132.1,-1.23752030302751
XP_015747168.1,-0.824708279351398
XP_015747145.1,2.84175193326607
XP_015747133.1,1.14602190656956
XP_015747138.1,0.361881889573937
XP_015747140.1,0.236560783429951
XP_015747142.1,-0.358147334812941
XP_015747144.1,3.74698850715674
XP_015747146.1,-0.699845034665202
XP_015747147.1,2.00472233899427
XP_015747149.1,0.958638451095339
XP_015747150.1,-0.0507207499645688
XP_015747152.1,0.184829565121788
XP_015747153.1,-0.347033842746839
XP_015747154.1,2.61751429775359e-05
XP_015747155.1,-0.04212505125804
XP_015747156.1,-1.10756264873362
XP_015747158.1,-0.918620242998543
XP_015747162.1,-0.102180703483612
XP_015747159.1,1.24406930497304
XP_015747160.1,-1.14632026238507
XP_015747161.1,7.70177254818202
XP_015747163.1,-3.31024726471387
XP_015747164.1,-0.414566427920477
XP_015747165.1,-1.88257320262295
XP_015747166.1,-0.0381854120204252
XP_015747167.1,-0.0374073494980394
XP_015747171.1,-0.00309581301729622
XP_015747169.1,4.3989512261133
XP_015747170.1,-5.62649406651434
XP_015747172.1,-0.315791104923221
XP_015747173.1,0.283335047659222
XP_015747175.1,0.0333163949340474
XP_015747177.1,0.000566158483366053
XP_015747189.1,-0.316849011798524
XP_015747178.1,-0.0106757044867436
XP_015747179.1,0.691478341382265
XP_015747180.1,-3.32964275474723
XP_015747182.1,1.87146206236193
XP_015747183.1,-0.213866816469903
XP_015747184.1,-0.854560341599068
XP_015747185.1,-0.0204268077818028
XP_015747186.1,0.0877045760850876
XP_015747187.1,0.0636132393434821
XP_015747188.1,0.655636240148624
XP_015747190.1,-0.62219831006604
XP_015747191.1,-1.64049524238533
XP_015747192.1,-0.889215646790717
XP_015747193.1,-0.195774973914354
XP_015747194.1,-5.44785006042292
XP_015747198.1,-0.954913802355009
XP_015747199.1,0.700298790338934
XP_015747200.1,-0.315690293378282
XP_015747201.1,-0.104100976574216
XP_015747204.1,0.921108721262613
XP_015747202.1,1.10244818942816
XP_015747203.1,0.489759837381541
XP_015747205.1,-0.508054007916428
XP_015747206.1,-0.361125276520909
XP_015747207.1,-0.798297643358012
XP_015747208.1,-0.762824778943695
XP_015747209.1,-0.0851738951559469
XP_015747210.1,-8.28094983104376
XP_015747212.1,-0.550783977378387
XP_015747213.1,-2.08669659974825
XP_015747214.1,2.06222835203369
XP_015747216.1,-0.965328442939807
XP_015747217.1,0.754498542272017
XP_015747220.1,0.0293140433486769
XP_015747218.1,0.00212042266582557
XP_015747219.1,-1.24883468575615
XP_015747221.1,0.140102479448018
XP_015747222.1,-0.299953026874846
XP_015747223.1,0.790849533518269
XP_015747224.1,0.527967541560315
XP_015747225.1,0.00115275275902604
XP_015747230.1,0.032937357344764
XP_015747228.1,-0.00105652200090844
XP_015747229.1,-0.0733623500593978
XP_015747267.1,-0.0251655214128164
XP_015747231.1,-0.000246258288882473
XP_015747232.1,8.46795252242339
XP_015747233.1,1.40310739483627
XP_015747234.1,0.867513168021731
XP_015747236.1,-0.256452243319472
XP_015747237.1,1.38215500518874
XP_015747241.1,2.79109812786751
XP_015747238.1,0.128888512042352
XP_015747239.1,-0.0250530498938133
XP_015747240.1,-0.206208856570811
XP_015747243.1,-0.104577561626968
XP_015747244.1,-2.3269065288988
XP_015747246.1,-0.666071624041876
XP_015747248.1,1.45958450445636
XP_015747249.1,0.0773751983645639
XP_015747250.1,-3.68366051138054
XP_015747251.1,0.0143705895795563
XP_015747252.1,-0.0817679420708828
XP_015747254.1,-0.369747019192857
XP_015747255.1,1.49307946392292
XP_015747260.1,1.82754168754266
XP_015747256.1,-0.212700483391075
XP_015747261.1,-0.214036264531607
XP_015747262.1,-1.91595305412841
XP_015747263.1,0.192182051892303
XP_015747265.1,0.540303527562173
XP_015747266.1,-0.985382706085488
XP_015747271.1,-2.57097695542927
XP_015747268.1,-0.229652610930714
XP_015747269.1,0.214590123586532
XP_015747270.1,1.49676285047161
XP_015747272.1,0.868880135770326
XP_015747273.1,0.000519389634234813
XP_015747274.1,-1.50542556174008
XP_015747275.1,-0.971616097799199
XP_015747276.1,-0.768888204167865
XP_015747277.1,-0.404599188707607
XP_015747280.1,-0.945250135380888
XP_015747281.1,-2.00352021901955
XP_015747282.1,-2.82338748644378
XP_015747283.1,0.912921911671503
XP_015747284.1,0.98487110917921
XP_015747285.1,-0.0412549388933314
XP_015747289.1,0.103765455782025
XP_015747286.1,-0.436218381292861
XP_015747287.1,-0.0943191865883932
XP_015747288.1,1.30629428058387
XP_015747290.1,-0.0328176059158523
XP_015747293.1,-0.516520882820913
XP_015747295.1,0.100060880666206
XP_015747296.1,1.40577605578321
XP_015747300.1,-0.223911037017729
XP_015747297.1,-0.975557902814558
XP_015747298.1,-1.11107747758427
XP_015747299.1,-9.25979077105836
XP_015747301.1,-2.15583513329125
XP_015747302.1,0.890804833387335
XP_015747306.1,-0.370651769874996
XP_015747308.1,-1.77820827195103
XP_015747309.1,-0.0215111540754833
XP_015747311.1,-0.0287241310367676
XP_015747310.1,6.0378911620391
XP_015747312.1,2.05180677428234
XP_015747313.1,10.3681950099216
XP_015747314.1,0.012257521681363
XP_015747315.1,36.9151470159908
XP_015747320.1,-0.0674952000060784
XP_015747316.1,1.37031815141881
XP_015747317.1,0.0499059211223312
XP_015747318.1,1.26948530372127
XP_015747321.1,-0.16245812556474
XP_015747322.1,6.68528204938889
XP_015747323.1,4.13116029409522
XP_015747324.1,-0.145077700407001
XP_015747326.1,-1.36925066532206
XP_015747327.1,0.763045028421004
XP_015747328.1,-1.90457791086669
XP_015747329.1,-1.30377967373127
XP_015747330.1,-0.0517474986243087
XP_015747331.1,-0.498939633972611
XP_015747333.1,-0.039693416933801
XP_015747334.1,2.62849181844263
XP_015747335.1,0.0164678481007172
XP_015747368.1,0.656416520447067
XP_015747336.1,-0.155703879003823
XP_015747337.1,0.353406000713676
XP_015747338.1,0.0354034894372148
XP_015747340.1,-0.348426994561066
XP_015747341.1,0.0304108667671699
XP_015747342.1,-1.50431017777271
XP_015747343.1,6.86429160590887
XP_015747344.1,-0.04823549610839
XP_015747348.1,-0.26147783030958
XP_015747345.1,3.2020246897213
XP_015747346.1,0.0961690163495632
XP_015747347.1,0.905814552580125
XP_015747349.1,-0.315737083577659
XP_015747350.1,-0.482489821192871
XP_015747351.1,11.0453392189618
XP_015747352.1,0.724028841653137
XP_015747353.1,2.29761633126657
XP_015747357.1,1.60846303387908
XP_015747354.1,0.506692469781569
XP_015747356.1,-2.07858520474502
XP_015747358.1,-5.47967645847893
XP_015747359.1,0.00036125291450162
XP_015747360.1,1.76876242916893
XP_015747361.1,0.0657314521932335
XP_015747363.1,-6.20575011273866
XP_015747364.1,0.0198158575136773
XP_015747366.1,-0.154980749033086
XP_015747367.1,-0.203839964218048
XP_015747369.1,-0.527063086975431
XP_015747370.1,0.25084932380355
XP_015747371.1,0.364817790628024
XP_015747373.1,0.693598106393097
XP_015747375.1,0.323421375424857
XP_015747377.1,-4.7216964528165
XP_015747378.1,1.29283991770106
XP_015747379.1,1.21360144909389
XP_015747380.1,-12.9041292016014
XP_015747382.1,-0.103754184517413
XP_015747383.1,1.67325686710382
XP_015747384.1,0.963231704070097
XP_015747385.1,0.0852025482006695
XP_015747386.1,-1.02287071072539
XP_015747387.1,1.07336105845167
XP_015747392.1,-1.55872725044117
XP_015747393.1,0.120908773296208
XP_015747394.1,0.0725166225527403
XP_015747395.1,22.7776626100447
XP_015747396.1,-0.31532511915907
XP_015747397.1,15.1988323509781
XP_015747400.1,-0.456642790381011
XP_015747403.1,0.297844812330766
XP_015747401.1,-5.21764862476016
XP_015747404.1,-1.30105809425504
XP_015747405.1,0.368268281417329
XP_015747407.1,0.601563511357597
XP_015747408.1,-0.487699925682819
XP_015747409.1,-10.174240453461
XP_015747413.1,-3.17472508591521
XP_015747410.1,0.912101281686944
XP_015747411.1,-1.38463771422772
XP_015747412.1,-0.0111252239287296
XP_015747414.1,-0.124459112029001
XP_015747415.1,-0.464678566170619
XP_015747416.1,-1.23991152999616
XP_015747417.1,-0.329648482983146
XP_015747418.1,0.881812176964786
XP_015747419.1,0.00868807709923658
XP_015747421.1,1.63212034552291
XP_015747422.1,0.391790846288188
XP_015747423.1,-1.64645515160322
XP_015747424.1,1.49163079185699
XP_015747425.1,0.405901404468409
XP_015747426.1,-0.00486468304052323
XP_015747427.1,7.50133608562464e-08
XP_015747459.1,-0.0716232404261063
XP_015747429.1,0.134462367307606
XP_015747430.1,-0.405318518905915
XP_015747431.1,0.328991492586681
XP_015747432.1,0.728015806829262
XP_015747433.1,0.0646237896119146
XP_015747434.1,-1.32925774542758
XP_015747435.1,0.0180538531163279
XP_015747436.1,2.39637269552867
XP_015747437.1,-0.116406224757895
XP_015747460.1,0.217339658350909
XP_015747438.1,-0.35667947639098
